State,Name,Type,Category,Cost,Rating,Location
Goa,Colva Residency,Hotel,Hotels & Stay,4000,4.2,Colva
Goa,Chapora Fort Exploration,Culture,Culture & Heritage,200,4.4,Vagator
Goa,Vagator Cliff View,Activity,Nature & Relaxation,0,4.5,Vagator
Goa,W Goa,Hotel,Hotels & Stay,16000,4.8,Vagator
Goa,Casa Vagator,Hotel,Hotels & Stay,7000,4.5,Vagator
Goa,Dudhsagar Falls Trek,Activity,Adventure,1800,4.7,Mollem
Goa,Tambdi Surla Temple Visit,Culture,Culture & Heritage,200,4.5,Mollem
Goa,Wildernest Nature Resort,Hotel,Hotels & Stay,7500,4.6,Mollem
Goa,Jungle Book Resort,Hotel,Hotels & Stay,5000,4.3,Mollem
Goa,Basilica of Bom Jesus,Culture,Culture & Heritage,100,4.8,Old Goa
Goa,Se Cathedral Visit,Culture,Culture & Heritage,100,4.7,Old Goa
Goa,Goa State Museum,Culture,Culture & Heritage,150,4.4,Old Goa
Goa,Old Goa Residency,Hotel,Hotels & Stay,3500,4.2,Old Goa
